Index,ItemName,StdMode,Shape,Weight,AniCount,Source,Reserved,Looks,DuraMax,AC,AC2,MAC,MAC2,DC,DC2,MC,MC2,SC,SC2,Need,NeedLevel,Price,Extra
246,封魔剑,5,36,1046,26000,0,3,0,0,0,7,22,0,0,2,4,9,5,4,0,150,80000,0
247,诺玛屠龙,6,100,1070,36000,0,0,0,0,1,2,41,0,0,0,0,0,0,0,0,155,80000,0
248,诺玛嗜魂法杖,6,16,1085,19000,0,0,0,0,0,6,20,0,0,1,4,9,4,4,0,155,80000,0
249,诺玛龙纹剑,5,37,1104,26000,0,3,0,0,0,9,22,0,0,2,6,13,0,0,0,155,80000,0
268,铁轮,5,16,1086,18000,0,7,0,0,0,9,20,0,0,1,6,20,0,0,0,0,150000,0
269,霹雷,6,95,1074,35000,0,0,0,0,0,8,38,0,0,0,0,0,0,0,0,0,120000,0
270,龙纹剑,5,37,1104,26000,0,3,0,0,0,9,24,0,0,2,4,13,5,5,0,0,120000,0
271,嗜魂法杖,6,16,1085,19000,0,0,0,0,0,6,20,0,0,1,6,13,0,0,0,0,120000,0
272,屠龙,5,100,1070,36000,0,2,0,0,0,4,46,0,0,0,0,0,0,0,0,0,150000,0
273,泰轮拂尘,5,37,1106,26000,0,3,0,0,0,9,25,0,0,2,5,20,0,0,0,0,120000,0
274,天神法杖,5,18,1047,19000,0,7,0,0,0,9,22,0,0,1,8,25,4,1,0,0,200000,0
275,破山剑,6,99,1041,35000,0,3,0,0,0,4,51,0,0,0,0,0,0,0,0,0,200000,0
276,逍遥扇,5,35,1105,25000,0,4,0,0,0,9,27,0,0,2,5,25,5,1,0,0,200000,0
284,末日之刃（沙）,5,22,1076,30000,0,10,0,0,12,9,60,0,0,0,5,35,0,0,243,150,250000,0
285,末日之刃（土）,5,22,1076,30000,0,10,0,0,12,9,60,0,0,0,5,35,0,0,242,150,250000,0
286,影魅之刃,5,22,1076,30000,0,10,0,0,13,9,65,0,0,0,5,35,0,0,0,150,250000,0
287,飞龙剑（火）,5,20,1050,32000,0,5,0,0,0,9,33,0,0,0,5,25,1,9,0,184,200000,0
288,飞龙剑（冰）,5,20,1050,32000,0,5,0,0,0,9,33,0,0,0,5,25,2,9,0,184,200000,0
289,飞龙剑（雷）,5,20,1050,32000,0,5,0,0,0,9,33,0,0,0,5,25,3,9,0,184,200000,0
290,飞龙剑（风）,5,20,1050,32000,0,5,0,0,0,9,33,0,0,0,5,25,4,9,0,184,200000,0
291,飞龙剑（神圣）,5,20,1050,32000,0,5,0,0,0,9,33,0,0,0,5,25,5,9,0,184,200000,0
292,飞龙剑（暗黑）,5,20,1050,32000,0,5,0,0,0,9,33,0,0,0,5,25,6,9,0,184,200000,0
293,飞龙剑（幻影）,5,20,1050,32000,0,5,0,0,0,9,33,0,0,0,5,25,7,9,0,184,200000,0
294,飞龙剑��,5,20,1050,32000,0,5,0,0,0,9,33,0,0,0,5,35,5,5,0,184,200000,0
295,生死宝刀,5,22,1068,20000,0,10,0,0,15,200,200,0,0,0,200,200,0,0,0,150,1,0
296,布衣（男）,10,5,940,5000,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,500,0
297,布衣（女）,11,5,950,5000,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,500,0
298,轻型盔甲（男）,10,8,941,8000,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5000,0
299,轻型盔甲（女）,11,8,951,8000,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5000,0
300,新人战衣（男）,10,5,940,13000,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,1,10,0
301,新人战衣（女）,11,5,950,13000,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,1,10,0
302,耐久轻型盔甲（男）,10,8,941,12000,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,11,100,0
303,耐久轻型盔甲（女）,11,8,951,12000,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,11,100,0
304,灵魂战衣（男）,10,15,1000,20000,3,8,0,3,3,0,0,0,0,2,0,2,0,0,0,22,10000,0
305,灵魂战衣（女）,11,15,1010,20000,3,8,0,3,3,0,0,0,0,2,0,2,0,0,0,22,10000,0
306,魔法长袍（男）,10,12,1020,20000,3,7,0,3,4,0,0,0,0,1,0,2,0,0,0,22,10000,0
307,魔法长袍（女）,11,12,1030,20000,3,7,0,3,4,0,0,0,0,1,0,2,0,0,0,22,10000,0
308,树脂魔法长袍（男）,10,12,1020,21000,3,7,0,3,5,0,0,0,0,1,0,3,0,0,0,22,100,0
309,树脂魔法长袍（女）,11,12,1030,21000,3,7,0,3,5,0,0,0,0,1,0,3,0,0,0,22,100,0
310,重盔甲（男）,10,23,980,25000,4,9,0,2,3,0,0,0,0,0,0,0,0,0,0,22,10000,0
311,重盔甲（女）,11,23,990,25000,4,9,0,2,3,0,0,0,0,0,0,0,0,0,0,22,10000,0
312,诺玛重盔甲（男）,10,23,980,26000,4,9,0,2,3,0,2,0,0,0,0,0,0,0,0,23,100,0
313,诺玛重盔甲（女）,11,23,990,26000,4,9,0,2,3,0,2,0,0,0,0,0,0,0,0,23,100,0
314,神奇灵魂战衣（男）,10,15,1000,20000,3,8,0,3,3,0,1,0,0,2,0,3,0,0,0,23,100,0
315,神奇灵魂战衣（女）,11,15,1010,20000,3,8,0,3,3,0,1,0,0,2,0,3,0,0,0,23,100,0
316,新年吉服（男）,10,18,1020,1000,5,20,0,5,5,0,4,0,0,0,0,6,0,0,0,25,50000,0
317,新年吉服（女）,11,18,1030,1000,5,20,0,5,5,0,4,0,0,0,0,6,0,0,0,25,50000,0
318,恶魔长袍（男）,10,17,1021,22000,3,10,0,5,6,0,0,0,0,1,0,4,0,0,0,33,30000,0
319,恶魔长袍（女）,11,17,1031,22000,3,10,0,5,6,0,0,0,0,1,0,4,0,0,0,33,30000,0
320,绝情战神盔甲,10,51,981,30000,5,15,0,3,4,0,0,0,0,0,0,0,0,0,0,33,100,0
321,幽灵战衣（男）,10,28,1001,24000,3,12,0,5,7,0,0,0,0,2,0,4,0,0,238,33,30000,0
322,幽灵战衣（女）,11,28,1011,24000,3,12,0,5,7,0,0,0,0,2,0,4,0,0,238,33,30000,0
323,战神盔甲（男）,10,51,981,30000,5,15,0,3,4,0,0,0,0,0,0,0,0,0,0,33,30000,0
324,战神盔甲（女）,11,51,991,30000,5,15,0,3,4,0,0,0,0,0,0,0,0,0,0,33,30000,0
325,龙鳞战甲（男）,10,61,982,35000,5,19,0,3,5,0,0,0,0,0,0,0,0,0,0,38,50000,0
326,龙鳞战甲（女）,11,61,992,35000,5,19,0,3,5,0,0,0,0,0,0,0,0,0,0,38,50000,0
327,天极道衣（男）,10,30,1002,26000,3,14,0,7,9,0,0,0,0,2,0,5,0,0,238,38,50000,0
328,天极道衣（女）,11,30,1012,26000,3,14,0,7,9,0,0,0,0,2,0,5,0,0,238,38,50000,0
329,袁灵法衣（男）,10,20,1022,23000,3,12,0,5,8,0,0,0,0,1,0,5,0,0,0,38,50000,0
330,袁灵法衣（女）,11,20,1032,23000,3,12,0,5,8,0,0,0,0,1,0,5,0,0,0,38,50000,0
331,麒麟宝铠（男）,10,81,983,39000,6,21,0,3,6,0,2,0,0,0,0,0,0,0,0,144,60000,0
332,麒麟宝铠（女）,11,81,993,39000,6,21,0,3,6,0,2,0,0,0,0,0,0,0,0,144,60000,0
333,仙风神袍（男）,10,25,1023,25000,3,13,0,6,10,0,0,0,0,1,2,5,0,0,0,144,60000,0
334,仙风神袍（女）,11,25,1033,25000,3,13,0,6,10,0,0,0,0,1,2,5,0,0,0,144,60000,0
335,阴阳圣衣（男）,10,40,1003,29000,4,15,0,9,11,0,0,0,0,2,1,6,0,0,238,144,60000,0
336,阴阳圣衣（女）,11,40,1013,29000,4,15,0,9,11,0,0,0,0,2,1,6,0,0,238,144,60000,0
337,天赐战甲（男）,10,25,984,35000,8,23,0,8,14,0,3,0,0,0,2,6,0,0,0,152,80000,0
338,天赐战甲（女）,11,25,994,35000,8,23,0,8,14,0,3,0,0,0,2,6,0,0,0,152,80000,0
339,绝世极品战甲（男）,10,28,985,35000,10,25,0,10,20,0,4,0,0,0,3,7,0,0,0,160,100000,0
340,绝世极品战甲（女）,11,28,995,35000,10,25,0,10,20,0,4,0,0,0,3,7,0,0,0,160,100000,0
355,青铜头盔,15,4,370,8000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1000,0
356,魔法头盔,15,4,370,8000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,15,3000,0
357,神秘头盔,15,10,410,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5000,0
358,幸运青铜头盔,15,4,370,8000,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,18,5000,0
359,道士头盔,15,3,372,8000,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,20,5500,0
360,暗黑道士头盔,15,3,372,8000,1,1,0,0,0,0,0,0,0,2,0,1,6,2,0,21,6000,0
361,神圣道士头盔,15,3,372,8000,1,1,0,0,0,0,0,0,0,2,0,1,5,2,0,21,6000,0
362,沃玛头盔,15,5,373,8000,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,21,6000,0
363,冰凉道士头盔,15,3,372,8000,1,2,0,1,2,0,0,2,0,0,0,0,0,0,0,22,7000,0
364,风之道士头盔,15,3,372,8000,1,2,0,1,2,0,0,4,0,0,0,0,0,0,0,22,7000,0
365,腐烂道士头盔,15,3,372,8000,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,22,7000,0
366,火之道士头盔,15,3,372,8000,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,22,7000,0
367,雷之道士头盔,15,3,372,8000,1,2,0,1,2,0,0,3,0,0,0,0,0,0,0,22,7000,0
368,诅咒骷髅精灵头盔,15,4,373,8000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0
369,斗笠,15,4,411,8000,1,3,0,3,4,0,0,0,0,0,0,0,0,0,0,27,8000,0
370,天藤头盔,15,6,410,8000,3,4,0,1,3,0,0,0,0,0,0,0,0,0,0,29,9000,0
371,骷髅头盔,15,5,373,8000,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,30,8000,0
372,幸运斗笠,15,6,411,8000,2,3,0,5,5,0,0,0,0,0,0,0,0,0,0,33,10000,0
373,腐烂骷髅头盔,15,6,373,8000,3,3,0,0,0,0,0,0,0,1,0,1,1,2,0,35,12000,0
374,行者帽,15,5,413,8000,3,6,0,4,9,0,0,0,0,0,0,0,0,0,0,136,15000,0
375,霸龙头盔,15,7,412,8000,4,9,0,3,6,0,0,0,0,0,0,0,0,0,0,137,18000,0
376,祝福道士头盔,15,8,372,8000,2,4,0,2,7,0,0,0,0,0,0,0,0,0,0,137,18000,0
377,幸运骷髅头盔,15,9,373,8000,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,138,20000,0
378,祝福霸龙头盔,15,10,412,8000,5,9,0,4,6,0,0,0,0,0,0,0,0,0,0,139,30000,0
386,黑铁头盔,15,20,374,10000,4,9,0,4,8,0,0,0,0,0,0,0,0,0,0,0,50000,0
387,虎面头盔,15,4,415,8000,2,6,0,4,15,0,0,0,0,0,0,0,0,0,0,0,80000,0
389,圣诞帽,15,4,356,8000,3,13,0,3,13,0,0,0,0,0,0,0,0,0,0,0,30000,0
391,战神头盔,15,20,414,10000,4,15,0,2,6,0,0,0,0,0,0,0,0,0,0,0,80000,0
452,灯笼项链,19,1,872,8000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,4000,0
453,白色虎齿项链,19,1,871,8000,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,18,6000,0
456,旭日项链,19,3,792,7000,0,1,0,0,0,0,0,0,0,2,0,13,0,0,0,160,50000,0
457,霸王项链,19,3,919,8000,0,1,0,0,0,2,11,0,0,0,0,0,0,0,0,172,80000,0
458,昆仑项链,19,2,920,7000,0,1,0,0,0,0,0,0,0,2,4,14,0,0,0,172,80000,0
459,破月项链,19,1,918,6000,0,1,0,0,0,0,0,0,0,1,5,13,0,0,0,172,80000,0
460,三台项链,19,1,797,8000,0,2,0,0,0,4,14,0,0,0,0,0,0,0,0,184,100000,0
461,天从项链,19,1,798,8000,0,2,0,0,0,0,0,0,0,2,4,15,0,0,0,184,100000,0
462,转轮项链,19,1,799,8000,0,2,0,0,0,0,0,0,0,1,6,16,0,0,0,184,100000,0
463,绿玉项链,19,3,921,7000,0,3,0,0,0,4,11,0,0,0,0,0,0,0,0,196,50000,0
464,圣心项链,19,2,923,9000,0,3,0,0,0,0,0,0,0,2,4,18,0,0,0,196,950000,0
465,星辰项链,19,2,921,9000,0,3,0,0,0,0,0,0,0,1,7,19,0,0,0,196,950000,0
466,战天项链,19,3,922,9000,0,3,0,0,0,6,18,0,0,0,0,0,0,0,0,196,950000,0
467,定心项链,20,2,839,7000,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,50000,0
468,恶魔铃铛,20,1,855,6000,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,50000,0
469,复血,20,3,818,9000,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,30000,0
470,呼神项链（冰）,20,1,858,6000,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,30000,0
471,呼神项链（风）,20,1,858,6000,0,0,0,0,0,0,0,0,0,1,0,1,4,4,0,0,30000,0
472,呼神项链（火）,20,1,858,6000,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,30000,0
473,呼神项链（雷）,20,1,858,6000,0,0,0,0,0,0,0,0,0,1,0,1,3,4,0,0,30000,0
474,毁灭魔链,20,3,899,8000,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,50000,0
475,昏暗风印,20,1,816,6000,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,50000,0
476,昏暗封印（冰）,20,1,816,6000,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,30000,0
477,昏暗封印（风）,20,1,816,6000,0,0,0,0,0,0,0,0,0,1,1,2,4,4,0,0,30000,0
478,昏暗封印（火）,20,1,816,6000,0,0,0,0,0,0,0,0,0,1,1,2,1,4,0,0,30000,0
479,昏暗封印（雷）,20,1,816,6000,0,0,0,0,0,0,0,0,0,1,1,2,3,4,0,0,30000,0
480,技巧项链,20,1,891,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0
481,金刚铃铛,20,1,914,7000,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,50000,0
482,灵魂项链,20,2,834,7000,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,30000,0
483,流星项链,20,4,898,9000,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,50000,0
484,绿色项链,20,3,814,9000,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,50000,0
485,猫眼,20,2,838,7000,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,30000,0
486,猫眼（暗黑）,20,2,838,7000,0,0,0,0,0,0,0,0,0,2,0,1,6,4,0,0,30000,0
487,猫眼（幻影）,20,2,838,7000,0,0,0,0,0,0,0,0,0,2,0,1,7,4,0,0,30000,0
488,猫眼（神圣）,20,2,838,7000,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,30000,0
489,魔令项链,20,1,894,7000,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,20000,0
490,魔云项链,20,1,859,6000,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,50000,0
491,破坏项链,20,4,836,9000,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,30000,0
492,破荒项链,20,3,819,8000,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,50000,0
493,气血项链,20,2,916,8000,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,50000,0
494,乾坤一气,20,2,897,7000,0,0,0,0,0,0,0,0,0,2,4,9,0,0,0,0,50000,0
495,神谕项链,20,1,858,6000,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,50000,0
496,圣山项链,20,2,879,9000,0,2,0,0,0,0,8,0,0,0,0,7,0,0,0,0,50000,0
497,探测项链,20,1,890,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0
498,铁系项链,20,1,878,8000,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,50000,0
499,头子证件,20,1,1435,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,五行神镜,20,1,915,6000,0,0,0,0,0,0,0,0,0,1,3,9,0,0,0,0,50000,0
501,新人项链,20,1,916,8000,0,1,0,0,1,0,4,0,0,0,0,3,0,0,0,0,10,0
502,怨恨项链,20,2,815,7000,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,50000,0
503,怨恨项链（暗黑）,20,2,815,7000,0,0,0,0,0,0,0,0,0,2,1,3,6,4,0,0,30000,0
504,怨恨项链（幻影）,20,2,815,7000,0,0,0,0,0,0,0,0,0,2,1,3,7,4,0,0,30000,0
505,怨恨项链（神圣）,20,2,815,7000,0,0,0,0,0,0,0,0,0,2,1,3,5,4,0,0,50000,0
506,追风项链,20,1,893,8000,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,50000,0
507,追魂项链,20,1,892,6000,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,50000,0
508,金项链,20,1,870,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,200,0
509,传统项链,20,1,873,8000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,0
510,白金项链,20,1,851,6000,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,10,3000,0
511,黑色水晶项链,20,1,810,9000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,4000,0
512,黑檀项链,20,1,850,6000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,4000,0
513,黄色水晶项链,20,1,830,7000,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11,4000,0
514,绿水晶项链,20,1,830,7000,0,0,0,0,0,0,0,0,0,2,0,1,6,1,0,11,4000,0
515,风之黑檀项链,20,1,850,6000,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,14,100,0
516,天仙之珠,20,1,831,7000,0,0,0,0,0,0,0,0,0,2,0,1,6,1,0,14,100,0
517,琥珀项链,20,1,852,6000,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,15,5000,0
518,魔鬼项链,20,1,811,9000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,5000,0
519,真善项链,20,1,830,7000,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,15,5000,0
520,暗黑凤凰明珠,20,1,831,7000,0,0,0,0,0,0,0,0,0,2,0,2,6,1,0,17,100,0
521,流星天玉,20,1,853,6000,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,17,100,0
522,松笛,20,1,832,7000,0,0,0,0,0,0,0,0,0,2,1,1,5,1,0,17,100,0
523,焰火项链,20,1,850,6000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,17,100,0
524,凤凰明珠,20,1,831,7000,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,19,7000,0
525,魔家项链,20,1,850,6000,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,19,100,0
526,五色项链,20,1,913,6000,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,19,7000,0
527,钻石项链,20,1,837,9000,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,19,7000,0
528,暗黑竹笛,20,1,832,6000,0,0,0,0,0,0,0,0,0,2,0,1,6,2,0,20,100,0
529,幻影玉珠,20,1,1333,7000,0,0,0,0,0,0,0,0,0,2,0,1,7,2,0,20,100,0
530,五色项链（冰）,20,1,913,6000,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,20,9000,0
531,五色项链（风）,20,1,913,6000,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,20,9000,0
532,五色项链（火）,20,1,913,6000,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,20,9000,0
533,五色项链（雷）,20,1,913,6000,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,20,9000,0
534,蓝翡翠项链,20,1,812,9000,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,21,10000,0
535,放大镜,20,1,853,6000,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,22,10000,0
536,旧蓝翡翠项链,20,1,812,9000,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,22,10000,0
537,天珠项链,20,1,833,7000,0,0,0,0,0,0,0,0,0,2,1,5,0,0,3,22,20000,0
538,竹笛,20,1,832,7000,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,22,10000,0
539,愤怒之钟,20,1,856,6000,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,25,15000,0
540,愤怒之钟（冰）,20,1,856,6000,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,25,15000,0
541,愤怒之钟（风）,20,1,856,6000,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,25,15000,0
542,愤怒之钟（火）,20,1,856,6000,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,25,15000,0
543,愤怒之钟（雷）,20,1,856,6000,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,25,15000,0
544,莲花宝镜,20,1,817,7000,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,25,15000,0
545,莲花宝镜（暗黑）,20,1,817,7000,0,0,0,0,0,0,0,0,0,2,0,1,6,3,0,25,15000,0
546,莲花宝镜（幻影）,20,1,817,7000,0,0,0,0,0,0,0,0,0,2,0,1,7,3,0,25,15000,0
547,莲花宝镜（神圣）,20,1,817,7000,0,0,0,0,0,0,0,0,0,2,0,1,5,3,0,25,15000,0
548,荣耀项链,20,2,837,9000,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,25,15000,0
549,生命项链,20,1,854,6000,0,0,0,0,0,0,0,0,0,1,1,5,0,0,2,25,20000,0
550,旧放大镜,20,1,853,6000,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,26,18000,0
551,幽灵项链,20,1,813,9000,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,27,20000,0
552,银镜项链,20,1,895,7000,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,29,23000,0
553,震天项链,20,1,896,6000,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,29,23000,0
554,五彩项链,20,1,854,6000,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,30,25000,0
555,遗魂项链,20,1,833,7000,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,30,25000,0
556,勇士项链,20,2,835,9000,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,30,25000,0
557,腐烂竹笛,20,2,832,7000,0,0,0,0,0,0,0,0,0,2,0,3,6,3,0,32,28000,0
558,蓝竹笛,20,2,832,7000,0,0,0,0,0,0,0,0,0,2,1,2,5,3,0,32,28000,0
559,躲避手链,20,1,874,7000,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,107,30000,0
560,定心项链（暗黑）,20,2,839,7000,0,0,0,0,0,0,0,0,0,2,1,8,6,3,0,152,50000,0
561,定心项链（冰）,20,2,839,7000,0,0,0,0,0,0,0,0,0,2,1,8,2,3,0,152,50000,0
562,定心项链（风）,20,2,839,7000,0,0,0,0,0,0,0,0,0,2,1,8,4,3,0,152,50000,0
563,定心项链（幻影）,20,2,839,7000,0,0,0,0,0,0,0,0,0,2,1,8,7,3,0,152,50000,0
564,定心项链（火）,20,2,839,7000,0,0,0,0,0,0,0,0,0,2,1,8,1,3,0,152,50000,0
565,定心项链（雷）,20,2,839,7000,0,0,0,0,0,0,0,0,0,2,1,8,3,3,0,152,50000,0
566,定心项链（神圣）,20,2,839,7000,0,0,0,0,0,0,0,0,0,2,1,7,5,3,0,152,50000,0
567,魔云项链（暗黑）,20,1,859,6000,0,0,0,0,0,0,0,0,0,1,1,7,6,3,0,152,50000,0
568,魔云项链（冰）,20,1,859,6000,0,0,0,0,0,0,0,0,0,1,1,7,2,3,0,152,50000,0
569,魔云项链（风）,20,1,859,6000,0,0,0,0,0,0,0,0,0,1,1,7,4,3,0,152,50000,0
570,魔云项链（幻影）,20,1,859,6000,0,0,0,0,0,0,0,0,0,1,1,7,7,3,0,152,50000,0
571,魔云项链（火）,20,1,859,6000,0,0,0,0,0,0,0,0,0,1,1,7,1,3,0,152,50000,0
572,魔云项链（雷）,20,1,859,6000,0,0,0,0,0,0,0,0,0,1,1,7,3,3,0,152,50000,0
573,魔云项链（神圣）,20,1,859,6000,0,0,0,0,0,0,0,0,0,1,1,7,5,3,0,152,50000,0
574,破荒项链（暗黑）,20,3,819,8000,0,0,0,0,0,2,8,0,0,0,0,0,6,4,0,152,50000,0
575,破荒项链（冰）,20,3,819,8000,0,0,0,0,0,2,8,0,0,0,0,0,2,4,0,152,50000,0
576,破荒项链（风）,20,3,819,8000,0,0,0,0,0,2,8,0,0,0,0,0,4,4,0,152,50000,0
577,破荒项链（幻影）,20,3,819,8000,0,0,0,0,0,2,8,0,0,0,0,0,7,4,0,152,50000,0
578,破荒项链（火）,20,3,819,8000,0,0,0,0,0,2,8,0,0,0,0,0,1,4,0,152,50000,0
579,破荒项链（雷）,20,3,819,8000,0,0,0,0,0,2,8,0,0,0,0,0,3,4,0,152,50000,0
580,破荒项链（神圣）,20,3,819,8000,0,0,0,0,0,2,7,0,0,0,0,0,5,3,0,152,50000,0
590,魅力戒指,23,1,512,4000,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,19,6000,0
591,道德戒指,23,1,492,5000,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,19,6000,0
592,指环,22,1,530,6000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,500,0
593,黑除魔戒指,22,1,474,5000,0,0,0,0,3,0,1,6,0,2,0,3,6,1,0,20,100,0
594,闪电眼,22,1,511,4000,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,14,100,0
595,神圣铂金戒指,22,1,493,5000,0,0,0,0,0,0,0,0,0,2,0,4,5,1,0,26,100,0
596,沃毒骷髅戒指,22,1,532,7000,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,20,7000,0
597,白月银蛇戒指,22,1,511,4000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,6000,0
598,白眼珍珠戒指,22,1,491,5000,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,19,6000,0
599,幸运降妖除魔戒指,22,2,474,6000,0,0,0,1,5,2,2,0,0,0,2,2,0,0,0,34,20000,0
600,魔灵戒指,22,1,495,6000,1,1,0,1,1,0,0,0,0,2,2,5,0,0,0,0,50000,0
601,石榴戒指,22,1,516,5000,1,1,0,0,0,0,0,0,0,1,2,6,0,0,0,0,50000,0
602,青摇戒指,22,1,536,7000,1,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,50000,0
603,莲丸戒指,22,1,537,7000,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,50000,0
604,全能戒指,22,2,517,6000,0,0,0,1,5,2,3,0,0,0,2,3,0,0,0,0,80000,0
605,变形银蛇戒指,22,1,511,4000,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,14,100,0
606,秋夕紫碧螺,22,1,514,2000,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,10,100,0
607,秋夕泰坦戒指,22,2,494,2000,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,10,100,0
608,秋夕力量戒指,22,3,535,3000,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,100,0
609,八面太极戒指,22,1,590,5000,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,20,100,0
